Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
268050,Telagaranu,Synonym of Todoko-Ranu,,,,,,,,,,,,,,,,,,,,,,,
263350,Telagawaru,Crater of Ijen,,,,,,,,,,,,,,,,,,,,,,,
341040,Telcampana,Pyroclastic cone of Colima,,,,,,,,,,,,,,,,,,,,,,,
390030,Telefon Bay Cones,Tuff cone of Deception Island,,,,,,,,,,,,,,,,,,,,,,,
222030,Teleki's Cone,"Cone of Barrier, The",,,,,,,,,,,,,,,,,,,,,,,
263231,Telemojo,Synonym of Telomoyo,,,,,,,,,,,,,,,,,,,,,,,
344040,Telica,Stratovolcano(es),2018,Nicaragua,México and Central America,Nicaragua,12.606,-86.84,1036,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,1079,21990,327294,2982538
261210,Telogo Ketjil,Synonym of Telogokecil,,,,,,,,,,,,,,,,,,,,,,,
261210,Telogokecil,"Crater of Daun, Bukit",,,,,,,,,,,,,,,,,,,,,,,
263200,Telogoterus,Thermal of Dieng Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
263260,Telogowuro,Crater of Lawu,,,,,,,,,,,,,,,,,,,,,,,
263231,Telomojo,Synonym of Telomoyo,,,,,,,,,,,,,,,,,,,,,,,
263231,Telomoyo,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.362,110.4,1864,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,38661,166844,2794587,25617237
263251,Telon,Dome of Muria,,,,,,,,,,,,,,,,,,,,,,,
261050,"Telong, Bur ni",Stratovolcano,1937,Indonesia,Indonesia,Sumatra,4.769,96.821,2617,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,1342,25733,125812,1631846
268010,Telori,Crater of Dukono,,,,,,,,,,,,,,,,,,,,,,,
383020,"Tembargena, Montaña",Pyroclastic cone of Hierro,,,,,,,,,,,,,,,,,,,,,,,
383020,Tembergena,Pyroclastic cone of Hierro,,,,,,,,,,,,,,,,,,,,,,,
383050,"Temerejeque, Montaña",Cone of Fuerteventura,,,,,,,,,,,,,,,,,,,,,,,
266070,Tempang,Cone of Tondano Caldera,,,,,,,,,,,,,,,,,,,,,,,
266070,Tempaso,Synonym of Tempang,,,,,,,,,,,,,,,,,,,,,,,
342190,"Tempisque, Cerro",Dome of Ipala,,,,,,,,,,,,,,,,,,,,,,,
383020,"Tenaca, Montaña",Pyroclastic cone of Hierro,,,,,,,,,,,,,,,,,,,,,,,
341080,Tenango,"Synonym of Tetépetl, Cerro",,,,,,,,,,,,,,,,,,,,,,,
322150,Tenas Peak,Pyroclastic cone of Cinnamon Butte,,,,,,,,,,,,,,,,,,,,,,,
341080,"Tenayo, Cerro",Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
285083,Tenchozan,Crater rows,Unknown,Japan,"Japan, Taiwan, Marianas",Hokkaido,44.044,145.086,1046,,Eruption Dated, , , , , , , , , , ,0,0,0,0
285083,Tencho-zan,Synonym of Tenchozan,,,,,,,,,,,,,,,,,,,,,,,
275110,Tenchun,Synonym of Tengchong,,,,,,,,,,,,,,,,,,,,,,,
213030,Tendurek Dag,Synonym of Tenduruk Dagi,,,,,,,,,,,,,,,,,,,,,,,
213030,Tenduruk Dagi,Synonym of Tenduruk Dagi,,,,,,,,,,,,,,,,,,,,,,,
213030,Tenduruk Dagi,Shield,1855,Turkey,Mediterranean and Western Asia,Turkey,39.356,43.874,3514,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Phonolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Phono-tephrite /  Tephri-phonolite, , , , , ,550,5060,173581,1938900
213030,Tenduruk Golu,Crater of Tendurek Dagi,,,,,,,,,,,,,,,,,,,,,,,
383010,Teneguia,Pyroclastic cone of La Palma,,,,,,,,,,,,,,,,,,,,,,,
383030,Tenerife,Stratovolcano,1909,Spain,Atlantic Ocean,Canary Islands,28.271,-16.641,3715,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Phonolite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Phono-tephrite /  Tephri-phonolite, , , , , ,0,156,337660,766276
383020,"Tenerife, Montaña",Pyroclastic cone of Hierro,,,,,,,,,,,,,,,,,,,,,,,
383020,"Tenesedra, Montaña",Pyroclastic cone of Hierro,,,,,,,,,,,,,,,,,,,,,,,
261140,"Tenga, Kepundan","Synonym of Verbeek, Kawah",,,,,,,,,,,,,,,,,,,,,,,
305050,Teng-Chia-Wang,Synonym of Tengjiawangshan,,,,,,,,,,,,,,,,,,,,,,,
275110,Tengchong,Pyroclastic cone(s),-5750,China,Philippines and SE Asia,Southeast Asia,25.23,98.5,2865,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,153375,153375,419814,2932117
263310,Tengger Caldera,Stratovolcano(es),2016,Indonesia,Indonesia,Java,-7.942,112.95,2329,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , , ,27826,69451,1420878,22628278
305050,Tengjiawangshan,Cone of Longgang Group,,,,,,,,,,,,,,,,,,,,,,,
285061,Tengu-dake,Stratovolcano of Maruyama,,,,,,,,,,,,,,,,,,,,,,,
283080,Tengu-yama,Dome of Midagahara,,,,,,,,,,,,,,,,,,,,,,,
275110,Teng-yueh,Synonym of Tengchong,,,,,,,,,,,,,,,,,,,,,,,
283030,Tenjin-yama,Cone of Fujisan,,,,,,,,,,,,,,,,,,,,,,,
284030,Tenjo-san,Dome of Kozushima,,,,,,,,,,,,,,,,,,,,,,,
320060,Tennena,Cone of Edziza,,,,,,,,,,,,,,,,,,,,,,,
345031,Tenorio,Stratovolcano(es),Unknown,Costa Rica,México and Central America,Costa Rica,10.673,-85.015,1916,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,436,11670,92344,943351
283010,Tenshi,Stratovolcano of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
210020,"Tenusset, Puy de",Cone of Chaine des Puys,,,,,,,,,,,,,,,,,,,,,,,
284030,Tenzyo-san,Synonym of Tenjo-san,,,,,,,,,,,,,,,,,,,,,,,
352003,"Teodoro Wolf, Isla",Dome of Cuicocha,,,,,,,,,,,,,,,,,,,,,,,
265050,Teon,Stratovolcano,1904,Indonesia,Indonesia,Banda Sea,-6.976,129.144,728,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,19,102,102,2045
265050,Teou,Synonym of Teon,,,,,,,,,,,,,,,,,,,,,,,
213010,Tepecik Tepe,Cone of Erciyes Dagi,,,,,,,,,,,,,,,,,,,,,,,
341080,Tepecingo,Cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
213010,Tepesidelik Damlaru,Vent of Erciyes Dagi,,,,,,,,,,,,,,,,,,,,,,,
341080,Tepetl,Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
341080,Tepetlapan,Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
341092,"Tepexitl, Cerro",Tuff ring of Serdán-Oriental,,,,,,,,,,,,,,,,,,,,,,,
341080,Tepezingo,Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
221292,Tepi,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.42,35.43,2728,Intraplate / Continental crust (>25 km),Unrest / Holocene,Basalt / Picro-Basalt, , , , , , , , , ,63395,63395,207121,1629787
221010,"Ter, Djebel","Synonym of Tair, Jebel at",,,,,,,,,,,,,,,,,,,,,,,
263180,"Terbang, Gunung",Cone of Slamet,,,,,,,,,,,,,,,,,,,,,,,
382050,Terceira,Stratovolcano(es),2000,Portugal,Atlantic Ocean,Azores,38.73,-27.32,1023,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite, , ,Rhyolite,Trachyandesite / Basaltic Trachyandesite, , , ,2928,12299,55425,81512
271031,Teresa,Dome of Leonard Range,,,,,,,,,,,,,,,,,,,,,,,
356011,"Terevaka, Maunga",Shield volcano of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
357070,Termas,"Thermal of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357070,"Termas, Las","Stratovolcano of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
323080,Terminal Geyser,Geyser of Lassen Volcanic Center,,,,,,,,,,,,,,,,,,,,,,,
343010,"Termópilas, Las",Thermal of Apaneca Range,,,,,,,,,,,,,,,,,,,,,,,
268060,Ternate,Synonym of Gamalama,,,,,,,,,,,,,,,,,,,,,,,
300512,Terpuk,Shield,-800,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.2,159.83,765,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,2,33,4551
211010,Terra Murata,Tuff ring of Campi Flegrei,,,,,,,,,,,,,,,,,,,,,,,
327050,Terrace,Crater of Black Rock Desert,,,,,,,,,,,,,,,,,,,,,,,
259010,"Terrang, Lake",Tuff ring of Newer Volcanics Province,,,,,,,,,,,,,,,,,,,,,,,
360140,Terre Blanche,Dome of Qualibou,,,,,,,,,,,,,,,,,,,,,,,
360110,Terre Elm,Synonym of Sulfur Springs,,,,,,,,,,,,,,,,,,,,,,,
211070,Terribile Bank,Submarine cone of Campi Flegrei del Mar di Sicilia,,,,,,,,,,,,,,,,,,,,,,,
344111,"Terror, El",Cone of Zapatera,,,,,,,,,,,,,,,,,,,,,,,
358010,Teski Group,Crater of Osorno,,,,,,,,,,,,,,,,,,,,,,,
383020,Tesoro,Pyroclastic cone of Hierro,,,,,,,,,,,,,,,,,,,,,,,
211030,Testaccio,Crater of Ischia,,,,,,,,,,,,,,,,,,,,,,,
344020,"Teta, Loma la",Dome of San Cristobal (Nicaragua),,,,,,,,,,,,,,,,,,,,,,,
341080,Tetecon,Cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
341100,Teteltzingo,"Crater of Orizaba, Pico de",,,,,,,,,,,,,,,,,,,,,,,
266100,Tetempangan,Stratovolcano of Lokon-Empung,,,,,,,,,,,,,,,,,,,,,,,
341080,"Tetépetl, Cerro",Lava cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
341080,Tetequillo,Lava cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
327120,"Tetera, Cerro","Synonym of Tetra, La",,,,,,,,,,,,,,,,,,,,,,,
211070,Tetide,Submarine crater of Campi Flegrei del Mar di Sicilia,,,,,,,,,,,,,,,,,,,,,,,
341097,"Tetillas, Las","Pyroclastic cone of Gloria, La",,,,,,,,,,,,,,,,,,,,,,,
327120,"Tetra, La",Cone - Crater of Zuni-Bandera,,,,,,,,,,,,,,,,,,,,,,,
283170,Tetsu-zan,Stratovolcano of Adatarayama,,,,,,,,,,,,,,,,,,,,,,,
283170,Tetu-zan,Synonym of Tetsu-zan,,,,,,,,,,,,,,,,,,,,,,,
300110,Tetyaev,Cone of Dzenzursky,,,,,,,,,,,,,,,,,,,,,,,
341100,Teuctépetl,"Synonym of Orizaba, Pico de",,,,,,,,,,,,,,,,,,,,,,,
222120,Teufelsnadel,Synonym of Devil's Needle,,,,,,,,,,,,,,,,,,,,,,,
341080,"Teuhtli, Volcán",Shield volcano of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
265050,Teun,Synonym of Teon,,,,,,,,,,,,,,,,,,,,,,,
341080,"Teutli, Volcán","Synonym of Teuhtli, Volcán",,,,,,,,,,,,,,,,,,,,,,,
341080,Texontepec,Lava cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
341082,Teyotl Peak,Stratovolcano of Iztaccíhuatl,,,,,,,,,,,,,,,,,,,,,,,
221010,"Teyr, Djebel","Synonym of Tair, Jebel at",,,,,,,,,,,,,,,,,,,,,,,
341080,"Teziolo, Cerro el",Cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
341040,Tezontal,Pyroclastic cone of Colima,,,,,,,,,,,,,,,,,,,,,,,
341080,Tezontle,Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
341080,"Tezoyo, Cerro el",Cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
360010,Thais Hill,Dome of Saba,,,,,,,,,,,,,,,,,,,,,,,
320070,Thaw Hill,Cone of Spectrum Range,,,,,,,,,,,,,,,,,,,,,,,
373090,Theistareykir,Shield,-900,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.833,-17.166,540,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,36,3711,25779
373090,Theistareykjahraun,Fissure vent of Theistareykir,,,,,,,,,,,,,,,,,,,,,,,
373090,Theistareykjarbunga,Synonym of Theistareykir,,,,,,,,,,,,,,,,,,,,,,,
212040,Thera,Island - Caldera rim fragment of Santorini,,,,,,,,,,,,,,,,,,,,,,,
212040,Thera,Synonym of Santorini,,,,,,,,,,,,,,,,,,,,,,,
212040,Therasia,Island - Caldera rim fragment of Santorini,,,,,,,,,,,,,,,,,,,,,,,
212020,Thiafi Bay,Thermal of Methana,,,,,,,,,,,,,,,,,,,,,,,
233020,Thierry,"Crater of Fournaise, Piton de la",,,,,,,,,,,,,,,,,,,,,,,
210020,"Thiolet, Puy",Cone of Chaine des Puys,,,,,,,,,,,,,,,,,,,,,,,
212040,Thira,Synonym of Santorini,,,,,,,,,,,,,,,,,,,,,,,
212040,Thirasia-Oia,Synonym of Therasia,,,,,,,,,,,,,,,,,,,,,,,
322150,Thirsty Point,Pyroclastic cone of Cinnamon Butte,,,,,,,,,,,,,,,,,,,,,,,
371050,Thjofahraun,Fissure vent of Hengill,,,,,,,,,,,,,,,,,,,,,,,
245010,Tholothi,Cone of Taveuni,,,,,,,,,,,,,,,,,,,,,,,
377020,Thor,Cone of East Gakkel Ridge at 85°E,,,,,,,,,,,,,,,,,,,,,,,
373010,Thordarhyrna,Stratovolcano of Grimsvotn,,,,,,,,,,,,,,,,,,,,,,,
373030,Thorsarhraun,Fissure vent of Bardarbunga,,,,,,,,,,,,,,,,,,,,,,,
371020,Thrainsskjöldur,Shield volcano of Reykjanes,,,,,,,,,,,,,,,,,,,,,,,
241020,Three Kings,Tuff ring of Auckland Field,,,,,,,,,,,,,,,,,,,,,,,
323020,Three Sisters,Cone of Medicine Lake,,,,,,,,,,,,,,,,,,,,,,,
322070,Three Sisters,Complex,440,United States,Canada and Western USA,USA (Oregon),44.133,-121.767,3159,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,Rhyolite, , , , ,0,0,5672,279885
390020,Three Sisters Cones,Cone of Erebus,,,,,,,,,,,,,,,,,,,,,,,
322090,Three Trappers,Pyroclastic cone of Bachelor,,,,,,,,,,,,,,,,,,,,,,,
311060,Three-Quarter Cone,Cone of Semisopochnoi,,,,,,,,,,,,,,,,,,,,,,,
373080,Threngslaborgir,Crater Row of Krafla,,,,,,,,,,,,,,,,,,,,,,,
372010,Thridrangar,Submarine crater of Vestmannaeyjar,,,,,,,,,,,,,,,,,,,,,,,
371040,Thrihnukar,Fissure vent of Brennisteinsfjoll,,,,,,,,,,,,,,,,,,,,,,,
373030,Throskuldshraun,Crater Row of Bardarbunga,,,,,,,,,,,,,,,,,,,,,,,
390070,Thule Island,Stratovolcano of Southern Thule,,,,,,,,,,,,,,,,,,,,,,,
253030,"Thumb, The",Dome of Victory,,,,,,,,,,,,,,,,,,,,,,,
305060,Tianchi,Caldera of Changbaishan,,,,,,,,,,,,,,,,,,,,,,,
305060,Tianchi,Synonym of Changbaishan,,,,,,,,,,,,,,,,,,,,,,,
273050,Tiang-San Pablo Hot Springs,Hot Spring of Banahaw,,,,,,,,,,,,,,,,,,,,,,,
275110,Tiantishan,Cone of Tengchong,,,,,,,,,,,,,,,,,,,,,,,
352004,Tiata Imbabura,Dome of Imbabura,,,,,,,,,,,,,,,,,,,,,,,
244030,Tiatala,Cone of Upolu,,,,,,,,,,,,,,,,,,,,,,,
265050,Tiau,Synonym of Teon,,,,,,,,,,,,,,,,,,,,,,,
265050,Tiauw,Synonym of Teon,,,,,,,,,,,,,,,,,,,,,,,
273082,Tiawir,Dome of Natib,,,,,,,,,,,,,,,,,,,,,,,
271080,Tibane,Dome of Camiguin,,,,,,,,,,,,,,,,,,,,,,,
345050,Tibas,Stratovolcano of Barva,,,,,,,,,,,,,,,,,,,,,,,
273050,"Ticab, Lake",Maar of Banahaw,,,,,,,,,,,,,,,,,,,,,,,
354004,"Tichso, Cerro",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
344092,Ticoma,Synonym of Ticomo,,,,,,,,,,,,,,,,,,,,,,,
344092,Ticomo,Crater of Nejapa-Miraflores,,,,,,,,,,,,,,,,,,,,,,,
354031,Ticsani,Lava dome(s),1800,Peru,South America,Peru,-16.755,-70.595,5408,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Rhyolite, , , , , , , , ,48,977,18160,227639
225010,"Tidichi, Ehi","Synonym of Tousside, Tarso",,,,,,,,,,,,,,,,,,,,,,,
221291,T'ido Hayk,Crater of Bilate River Field,,,,,,,,,,,,,,,,,,,,,,,
268061,Tidore,Stratovolcano,Unknown,Indonesia,Indonesia,Halmahera,0.658,127.4,1730,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,37379,74120,320483,530066
275110,Tieguoshan,Cone of Tengchong,,,,,,,,,,,,,,,,,,,,,,,
305060,Tien-Chi,Synonym of Tianchi,,,,,,,,,,,,,,,,,,,,,,,
345070,Tiendilla,Cone of Turrialba,,,,,,,,,,,,,,,,,,,,,,,
342160,"Tierra Colorado, Cerro",Cone of Suchitán,,,,,,,,,,,,,,,,,,,,,,,
268071,Tigalalu,Stratovolcano,Unknown,Indonesia,Indonesia,Halmahera,0.07,127.42,422,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,621,2350,7396,422007
383010,Tigalate,Synonym of San Martín,,,,,,,,,,,,,,,,,,,,,,,
390028,Tighe Rock,Cone of Hudson Mountains,,,,,,,,,,,,,,,,,,,,,,,
343082,"Tigre, El",Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.47,-88.43,1640,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,24354,112718,786750,5456104
343130,"Tigre, Isla el",Stratovolcano,Unknown,Honduras,México and Central America,El Salvador and Honduras,13.272,-87.641,783,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,5000,9983,156692,2725661
383010,Tihuya,Synonym of Tahuya,,,,,,,,,,,,,,,,,,,,,,,
263070,"Tiis, Kawah",Thermal of Patuha,,,,,,,,,,,,,,,,,,,,,,,
265050,Tijaw,Synonym of Teon,,,,,,,,,,,,,,,,,,,,,,,
241050,Tikorangi,Dome of Okataina,,,,,,,,,,,,,,,,,,,,,,,
290360,Tikura,Synonym of Chikurachki,,,,,,,,,,,,,,,,,,,,,,,
341080,Tilapa,Cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
222010,Tilapia Lake,Crater of Central Island,,,,,,,,,,,,,,,,,,,,,,,
357072,"Tilhue, Cerro",Stratovolcano of Tromen,,,,,,,,,,,,,,,,,,,,,,,
263260,Tiling,Crater of Lawu,,,,,,,,,,,,,,,,,,,,,,,
315020,"Tillman, Mount",Synonym of Wrangell,,,,,,,,,,,,,,,,,,,,,,,
257001,Tilmbeg,Cone of Motlav,,,,,,,,,,,,,,,,,,,,,,,
355105,Tilocalar,Stratovolcano(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.97,-68.13,3116,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,5,9,487,6154
355105,Tilocálar Norte,Stratovolcano of Tilocalar,,,,,,,,,,,,,,,,,,,,,,,
355105,Tilocálar Sur,Stratovolcano of Tilocalar,,,,,,,,,,,,,,,,,,,,,,,
383060,Timanfaya Antigua,Cone of Lanzarote,,,,,,,,,,,,,,,,,,,,,,,
383060,"Timanfaya, Montanas del",Synonym of Lanzarote,,,,,,,,,,,,,,,,,,,,,,,
382040,"Timao, Pico",Pyroclastic cone of Graciosa,,,,,,,,,,,,,,,,,,,,,,,
263200,Timbang,Cone of Dieng Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
322160,Timber Crater,Shield volcano of Crater Lake,,,,,,,,,,,,,,,,,,,,,,,
321060,Timbered Peak,Cone of West Crater,,,,,,,,,,,,,,,,,,,,,,,
383020,"Timborombo, Montaña de",Pyroclastic cone of Hierro,,,,,,,,,,,,,,,,,,,,,,,
225010,"Timi, Ehi","Stratovolcano of Tousside, Tarso",,,,,,,,,,,,,,,,,,,,,,,
211060,"Timpa Rossa, Monte",Pyroclastic cone of Etna,,,,,,,,,,,,,,,,,,,,,,,
211042,Timpone Carrubbo,Stratovolcano of Lipari,,,,,,,,,,,,,,,,,,,,,,,
211042,Timpone Croci,Lava cone of Lipari,,,,,,,,,,,,,,,,,,,,,,,
211040,Timpone del Fuoco,Shield volcano of Stromboli,,,,,,,,,,,,,,,,,,,,,,,
211042,Timpone Ospedale,Fissure vent of Lipari,,,,,,,,,,,,,,,,,,,,,,,
211042,Timpone Pataso,Stratovolcano of Lipari,,,,,,,,,,,,,,,,,,,,,,,
271080,Timpoong,Synonym of Mambajao,,,,,,,,,,,,,,,,,,,,,,,
243110,Tin Can Island,Synonym of Niuafo'ou,,,,,,,,,,,,,,,,,,,,,,,
225002,Tin Zaouatene Volcanic Field,Volcanic field,Unknown,Mali,Africa and Red Sea,Africa (northern),19.83,2.83,700,Intraplate / Continental crust (>25 km),Evidence Credible,Trachybasalt / Tephrite Basanite, , , , , , , , , ,96,96,199,1961
341001,Tinaja de los Papagos,"Synonym of Romo, Volcán",,,,,,,,,,,,,,,,,,,,,,,
341060,"Tinaja, Cerro la",Pyroclastic cone of Michoacan-Guanajuato,,,,,,,,,,,,,,,,,,,,,,,
341061,"Tinaja, Volcán la",Cone of Zitácuaro-Valle de Bravo,,,,,,,,,,,,,,,,,,,,,,,
341061,"Tinajas, Cerro las",Cone of Zitácuaro-Valle de Bravo,,,,,,,,,,,,,,,,,,,,,,,
344111,"Tinajas, Isla",Tuff ring of Zapatera,,,,,,,,,,,,,,,,,,,,,,,
341001,"Tinajita, Volcán el",Maar of Pinacate,,,,,,,,,,,,,,,,,,,,,,,
256010,Tinakoro,Synonym of Tinakula,,,,,,,,,,,,,,,,,,,,,,,
256010,Tinakula,Stratovolcano,2017,Solomon Islands,Melanesia and Australia,Santa Cruz Islands,-10.386,165.804,796,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt,Dacite, , , ,0,19,19,20155
383050,"Tindaya, Montaña",Cone of Fuerteventura,,,,,,,,,,,,,,,,,,,,,,,
372040,Tindfjallajokull,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.783,-19.716,1464,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite,Trachyandesite / Basaltic Trachyandesite, , , , , , ,0,0,833,19159
372040,Tindfjoll,Synonym of Tindfjallajokull,,,,,,,,,,,,,,,,,,,,,,,
222130,Tindima,Cone of Chyulu Hills,,,,,,,,,,,,,,,,,,,,,,,
371090,Tindur,Dome of Hofsjokull,,,,,,,,,,,,,,,,,,,,,,,
383060,"Tinga, Montaña de",Cone of Lanzarote,,,,,,,,,,,,,,,,,,,,,,,
383060,Tinguaton,Crater - Cone of Lanzarote,,,,,,,,,,,,,,,,,,,,,,,
357030,Tinguiririca,Stratovolcano,1917,Chile,South America,Central Chile and Argentina,-34.814,-70.352,4280,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,10,47,1883,881383
383020,Tiñor,Shield volcano of Hierro,,,,,,,,,,,,,,,,,,,,,,,
341080,Tioca,Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
341080,Tioquitas,Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
355220,Tipas,Complex,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-27.196,-68.561,6658,Subduction zone / Continental crust (>25 km),Evidence Credible,No Data (checked), , , , , , , , , ,0,4,343,11101
221010,"Tir, Jibbel","Synonym of Tair, Jebel at",,,,,,,,,,,,,,,,,,,,,,,
273082,Tirac,Dome of Natib,,,,,,,,,,,,,,,,,,,,,,,
300260,Tiranus,Fissure vent of Klyuchevskoy,,,,,,,,,,,,,,,,,,,,,,,
383050,"Tirba, Montaña",Cone of Fuerteventura,,,,,,,,,,,,,,,,,,,,,,,
281032,Ti-re-ku,Thermal of Tatun Volcanic Group,,,,,,,,,,,,,,,,,,,,,,,
290150,Tirihoi,Synonym of Brat Chirpoev,,,,,,,,,,,,,,,,,,,,,,,
290150,Tirihoigaku,Synonym of Brat Chirpoev,,,,,,,,,,,,,,,,,,,,,,,
214060,Tirinkatar,Pyroclastic cone of Aragats,,,,,,,,,,,,,,,,,,,,,,,
290260,Tirinkotan,Synonym of Chirinkotan,,,,,,,,,,,,,,,,,,,,,,,
241061,Tirohanga,Dome of Maroa,,,,,,,,,,,,,,,,,,,,,,,
211020,Tironi,Vent of Vesuvius,,,,,,,,,,,,,,,,,,,,,,,
344092,"Tiscapa, Laguna de",Maar of Nejapa-Miraflores,,,,,,,,,,,,,,,,,,,,,,,
352041,Tishigcuchi,Dome of Illiniza,,,,,,,,,,,,,,,,,,,,,,,
300560,Titila,Shield(s),-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.406,160.108,1523,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,0,72,2877
252130,Tiwongo,Cone of Lolobau,,,,,,,,,,,,,,,,,,,,,,,
264140,Tiwu Ata Mbupu,Crater of Kelimutu,,,,,,,,,,,,,,,,,,,,,,,
264140,Tiwu Ata Polo,Crater of Kelimutu,,,,,,,,,,,,,,,,,,,,,,,
264140,Tiwu Nua Muri Kooh Tai,Crater of Kelimutu,,,,,,,,,,,,,,,,,,,,,,,
264140,Tiwu Nua Muri Koohi Fah,Synonym of Tiwu Nua Muri Kooh Tai,,,,,,,,,,,,,,,,,,,,,,,
265050,Tiyaw,Synonym of Teon,,,,,,,,,,,,,,,,,,,,,,,
344040,"Tizate, Hervideros de",Thermal of Telica,,,,,,,,,,,,,,,,,,,,,,,
