budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
700000.0,Laurenfilm,Spain,Pedro Almodóvar,Comedy,7179298.0,Women on the Verge of a Nervous Breakdown,R,1988-11-11,88,7.6,Carmen Maura,27755,Pedro Almodóvar,1988
0.0,Paramount Pictures,USA,John Hughes,Comedy,16031707.0,She's Having a Baby,PG-13,1988-02-05,106,5.8,Kevin Bacon,9676,John Hughes,1988
3000000.0,Spacegate Productions,USA,Don Coscarelli,Action,7282851.0,Phantasm II,R,1988-07-08,97,6.5,James Le Gros,10789,Don Coscarelli,1988
25000000.0,United Artists,Japan,James Bridges,Drama,16118077.0,Luces de una gran ciudad,R,1988-04-01,107,5.6,Michael J. Fox,6165,Jay McInerney,1988
0.0,Paramount Pictures,USA,Peter Hyams,Action,20036242.0,The Presidio,R,1988-06-10,97,6.0,Sean Connery,13900,Larry Ferguson,1988
0.0,Touchstone Pictures,USA,Jim Abrahams,Comedy,40150487.0,Big Business,PG,1988-06-10,97,6.3,Bette Midler,9728,Dori Pierson,1988
7000000.0,Orion Pictures,USA,George A. Romero,Drama,5344577.0,Monkey Shines,R,1988-07-29,113,6.2,Jason Beghe,8595,Michael Stewart,1988
19000000.0,Cornelius Productions,USA,George Roy Hill,Comedy,25537221.0,Funny Farm,PG,1988-06-03,101,6.1,Chevy Chase,16321,Jay Cronley,1988
0.0,Incorporated Television Company (ITC),UK,Thom Eberhardt,Comedy,8539181.0,Without a Clue,PG,1988-10-21,107,7.0,Michael Caine,7846,Gary Murphy,1988
16000000.0,American Entertainment Partners II L.P.,USA,Graham Baker,Action,25216243.0,Alien Nation,R,1988-10-07,91,6.3,James Caan,12143,Rockne S. O'Bannon,1988
0.0,Atlantic Entertainment Group,USA,Ernest Thompson,Drama,5979011.0,1969,R,1988-11-18,95,5.8,Robert Downey Jr.,3154,Ernest Thompson,1988
0.0,Cinetel Films,USA,Robert Englund,Comedy,2955917.0,976-EVIL,R,1989-03-24,92,5.1,Stephen Geoffreys,3769,Brian Helgeland,1988
7000000.0,Lorimar Film Entertainment,USA,Craig R. Baxley,Action,20257000.0,Action Jackson,R,1988-02-12,96,5.2,Carl Weathers,8065,Robert Reneau,1988
22000000.0,Esparza,USA,Robert Redford,Comedy,13825794.0,The Milagro Beanfield War,R,1988-03-18,117,6.9,Rubén Blades,5289,John Nichols,1988
23000000.0,Lucasfilm,USA,Francis Ford Coppola,Biography,19652638.0,Tucker: The Man and His Dream,PG,1988-08-12,110,6.9,Jeff Bridges,12469,Arnold Schulman,1988
0.0,Warner Bros.,USA,Alan Myerson,Comedy,4239831.0,Police Academy 5: Assignment: Miami Beach,PG,1988-03-18,90,4.4,Bubba Smith,27482,Neal Israel,1988
6500000.0,Columbia Pictures Corporation,USA,Spike Lee,Comedy,14545844.0,School Daze,R,1988-02-12,121,5.8,Laurence Fishburne,5042,Spike Lee,1988
0.0,Columbia Pictures Corporation,USA,Brian Gilbert,Comedy,13664060.0,Vice Versa,PG,1988-03-11,98,5.8,Judge Reinhold,7667,F. Anstey,1988
3700000.0,Hemdale,USA,Steve De Jarnatt,Action,1145404.0,Miracle Mile,R,1989-05-19,87,7.0,Anthony Edwards,6985,Steve De Jarnatt,1988
0.0,Forum Sarajevo,UK,Emir Kusturica,Comedy,280015.0,Time of the Gypsies,R,1990-02-09,142,8.3,Davor Dujmovic,19943,Emir Kusturica,1988
0.0,Warner Bros.,USA,Lawrence Kasdan,Drama,32632093.0,The Accidental Tourist,PG,1989-01-06,121,6.8,William Hurt,13051,Anne Tyler,1988
17500000.0,Zanuck/Brown Productions,USA,Daniel Petrie,Adventure,18924919.0,Cocoon: The Return,PG,1988-11-23,116,5.3,Don Ameche,12956,David Saperstein,1988
0.0,A&M; Films,USA,Kevin Reynolds,War,161004.0,The Beast of War,R,1988-09-07,111,7.4,George Dzundza,7675,William Mastrosimone,1988
4000000.0,Producers Representative Organization,UK,Martin Donovan,Drama,670774.0,Apartment Zero,R,1989-09-15,124,6.9,Hart Bochner,3259,Martin Donovan,1988
0.0,TriStar Pictures,USA,Carl Schultz,Drama,18875011.0,The Seventh Sign,R,1988-04-01,97,5.9,Demi Moore,11102,Clifford Green,1988
0.0,Metro-Goldwyn-Mayer (MGM),USA,Bob Swaim,Drama,15855828.0,Masquerade,R,1988-03-11,100,6.0,Rob Lowe,2628,Dick Wolf,1988
10000000.0,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Drama,1562749.0,Another Woman,PG,1988-11-18,81,7.4,Gena Rowlands,10826,Woody Allen,1988
9000000.0,"Malpaso Company, The",USA,Clint Eastwood,Biography,2181286.0,Bird,R,1988-09-30,161,7.2,Forest Whitaker,9685,Joel Oliansky,1988
0.0,Film Four International,UK,Peter Greenaway,Comedy,424773.0,Drowning by Numbers,R,1991-06,118,7.3,Bernard Hill,6671,Peter Greenaway,1988
15000000.0,Cannon Entertainment,Australia,Fred Schepisi,Drama,6908797.0,A Cry in the Dark,PG-13,1988-11-11,120,6.9,Meryl Streep,7622,John Bryson,1988
20000000.0,Rastar Pictures,USA,Mike Nichols,Comedy,43184798.0,Biloxi Blues,PG-13,1988-03-25,106,6.6,Matthew Broderick,12590,Neil Simon,1988
4000000.0,Cineplex-Odeon Films,USA,Oliver Stone,Drama,3468572.0,Talk Radio,R,1989-01-13,110,7.3,Eric Bogosian,10745,Stephen Singular,1988
0.0,Price,France,Jean-Jacques Annaud,Adventure,31753898.0,The Bear,PG,1989-10-27,96,7.7,Tchéky Karyo,13980,James Oliver Curwood,1988
0.0,Jascat,USA,Geneviève Robert,Comedy,12277096.0,Casual Sex?,R,1988-04-22,97,4.9,Lea Thompson,3279,Wendy Goldman,1988
20000000.0,"Guber-Peters Company, The",USA,Allan Arkush,Comedy,11798302.0,Caddyshack II,PG,1988-07-22,98,3.7,Jackie Mason,12956,Brian Doyle-Murray,1988
18000000.0,Imagine Entertainment,USA,Ken Kwapis,Adventure,1883811.0,Vibes,PG,1988-08-05,99,5.5,Cyndi Lauper,2850,Deborah Blum,1988
0.0,Touchstone Pictures,USA,Roger Spottiswoode,Action,29300090.0,Shoot to Kill,R,1988-02-12,110,6.8,Sidney Poitier,9882,Harv Zimmel,1988
0.0,TriStar Pictures,USA,John G. Avildsen,Comedy,17514553.0,For Keeps?,PG-13,1988-01-15,90,5.9,Molly Ringwald,3277,Tim Kazurinsky,1988
0.0,Warner Bros.,Australia,Yahoo Serious,Comedy,11536599.0,Young Einstein,PG,1989-08-04,91,5.1,Yahoo Serious,7621,David Roach,1988
0.0,Hemdale,USA,Martin Campbell,Crime,9974446.0,Criminal Law,R,1989-04-28,117,5.7,Gary Oldman,2928,Mark Kasdan,1988
0.0,National Broadcasting Company (NBC),USA,Joan Freeman,Comedy,8253123.0,Satisfaction,PG-13,1988-02-12,92,4.8,Justine Bateman,2958,Charles Purpura,1988
19000000.0,United Artists,USA,Costa-Gavras,Drama,25816139.0,Betrayed,R,1988-08-26,127,6.3,Debra Winger,4580,Joe Eszterhas,1988
0.0,Imagine Films Entertainment,USA,Glenn Gordon Caron,Drama,8674093.0,Clean and Sober,R,1988-08-10,124,6.7,Michael Keaton,4875,Tod Carroll,1988
0.0,Concorde Pictures,Canada,Jon Hess,Action,940173.0,Al borde del terror,R,1988-12-02,91,5.3,Corey Haim,3376,Dean R. Koontz,1988
16000000.0,Abramoff Production,South Africa,Joseph Zito,Action,4192440.0,Escorpion rojo,R,1989-04-21,105,5.0,Dolph Lundgren,6925,Robert Abramoff,1988
0.0,Bigelow Productions,USA,Annabel Jankel,Mystery,12706478.0,D.O.A.,R,1988-03-18,96,6.1,Dennis Quaid,8364,Charles Edward Pogue,1988
0.0,Golan-Globus Productions,USA,Michael Winner,Crime,960040.0,Appointment with Death,PG,1988-04-27,100,6.2,Peter Ustinov,2554,Agatha Christie,1988
0.0,Cadrage,UK,Mira Nair,Crime,2080046.0,Salaam Bombay!,NOT RATED,1988-10-07,113,8.0,Shafiq Syed,7139,Hriday Lani,1988
0.0,TriStar Pictures,USA,Peter Markle,Drama,3966256.0,Bat*21,R,1988-10-21,105,6.4,Gene Hackman,6651,William C. Anderson,1988
0.0,Burrowes Film Group,Australia,Geoff Burrowes,Adventure,13687027.0,Return to Snowy River,PG,1988-04-15,110,6.6,Tom Burlinson,1943,Geoff Burrowes,1988
6000000.0,Aspen Film Society,USA,Paul Golding,Horror,40397.0,Pulse,PG-13,1988-03-04,95,5.5,Cliff De Young,1781,Paul Golding,1988
0.0,The Mount Company,USA,Steven Kampmann,Drama,7467504.0,Stealing Home,PG-13,1988-08-26,98,6.8,Mark Harmon,3633,Steven Kampmann,1988
0.0,Warner Bros.,USA,Alan Metter,Comedy,10815378.0,Moving,R,1988-03-04,89,6.1,Richard Pryor,4139,Andy Breckman,1988
0.0,New World Entertainment Films,USA,Paul Flaherty,Comedy,2567099.0,18 Again!,PG,1988-04-08,93,5.7,Charlie Schlatter,3573,Josh Goldstein,1988
14000000.0,Weintraub Entertainment Group,USA,David Anspaugh,Drama,6640346.0,Fresh Horses,PG-13,1988-11-18,105,5.0,Molly Ringwald,1439,Larry Ketron,1988
0.0,New Line Cinema,USA,Paul Bogart,Comedy,4865997.0,Torch Song Trilogy,R,1988-12-14,120,7.7,Anne Bancroft,5834,Harvey Fierstein,1988
5000000.0,Helpern / Meltzer,USA,Mark Goldblatt,Action,3588626.0,Dead Heat,R,1988-06-29,86,6.0,Treat Williams,5127,Terry Black,1988
210000.0,Miracle Pictures,USA,Jim Wynorski,Comedy,107352.0,Not of This Earth,R,1988-05-20,81,4.5,Traci Lords,1724,R.J. Robertson,1988
15000000.0,Columbia Pictures Corporation,USA,Richard Benjamin,Drama,1733070.0,Little Nikita,PG,1988-03-18,98,6.0,Sidney Poitier,4132,John Hill,1988
15000000.0,Columbia Pictures Corporation,USA,David Seltzer,Comedy,21032267.0,Punchline,R,1988-10-07,128,5.8,Sally Field,6938,David Seltzer,1988
0.0,Silver Screen Partners III,USA,Ferdinand Fairfax,Action,5855392.0,The Rescue,PG,1988-08-05,100,5.4,Kevin Dillon,920,Jim Thomas,1988
0.0,"Cannon Group, The",USA,Aaron Norris,Action,6193901.0,Braddock: Missing in Action III,R,1988-01-22,101,4.7,Chuck Norris,4679,Steve Bing,1988
0.0,Carolco Pictures,Canada,Sidney J. Furie,Action,10497324.0,Iron Eagle II,PG,1988-11-11,100,3.6,Louis Gossett Jr.,4195,Kevin Alyn Elders,1988
0.0,Les Films Christian Fechner,France,Bruno Nuytten,Biography,201055.0,Camille Claudel,R,1989-12-21,158,7.3,Isabelle Adjani,5243,Reine-Marie Paris,1988
0.0,Paramount Pictures,USA,Randal Kleiser,Adventure,15122324.0,Big Top Pee-wee,PG,1988-07-22,86,4.9,Paul Reubens,7756,Paul Reubens,1988
0.0,Atlantic Entertainment Group,UK,Mike Figgis,Crime,1791328.0,Stormy Monday,R,1988-05,93,6.3,Melanie Griffith,2958,Mike Figgis,1988
0.0,Management Company Entertainment Group (MCEG),USA,Keith Gordon,Drama,303624.0,The Chocolate War,R,1988-11-18,100,6.9,John Glover,1784,Robert Cormier,1988
0.0,In-Gear Film Production,Hong Kong,Kar-Wai Wong,Crime,8440.0,As Tears Go By,Not specified,2008-05-02,102,7.1,Andy Lau,6485,Jeffrey Lau,1988
0.0,Metro-Goldwyn-Mayer (MGM),USA,Janet Greek,Drama,1938049.0,Spellbinder,R,1988-09-23,99,5.8,Tim Daly,1633,Tracy Tormé,1988
8000000.0,Hemdale,USA,Harold Becker,Drama,784990.0,The Boost,R,1988-12-23,95,6.1,James Woods,1629,Ben Stein,1988
20000000.0,Universal Pictures,USA,Paul Mazursky,Comedy,11444204.0,Moon Over Parador,PG-13,1988-09-09,103,5.9,Richard Dreyfuss,4778,Charles G. Booth,1988
6000000.0,Touchstone Pictures,USA,John R. Cherry III,Comedy,28202109.0,Ernest Saves Christmas,PG,1988-11-11,95,5.6,Jim Varney,8513,Ed Turner,1988
0.0,Atlantic Entertainment Group,UK,Chris Menges,Drama,2326900.0,A World Apart,PG,1988-06-17,100,7.1,Barbara Hershey,1234,Shawn Slovo,1988
3000000.0,Atlantic Entertainment Group,USA,James B. Harris,Crime,1884315.0,Cop,R,1988-03-11,110,6.4,James Woods,3419,James Ellroy,1988
0.0,"Movie Group, The",UK,David Green,Comedy,540000.0,Buster,R,1988-11-23,91,5.8,Phil Collins,2767,Colin Shindler,1988
4000000.0,Warner Bros.,USA,Joan Micklin Silver,Comedy,16262415.0,Crossing Delancey,PG,1988-09-16,97,6.9,Amy Irving,2935,Susan Sandler,1988
0.0,Working Title Films,UK,Bernard Rose,Drama,241278.0,Paperhouse,PG-13,1989-02-17,92,6.8,Charlotte Burke,4568,Catherine Storr,1988
0.0,MTM Enterprises,USA,Robert Mulligan,Drama,5194491.0,Clara's Heart,PG-13,1988-10-07,100,6.3,Whoopi Goldberg,1821,Joseph Olshan,1988
6000000.0,Shapiro-Glickenhaus Entertainment,USA,James Glickenhaus,Action,10068039.0,Shakedown,R,1988-05-06,93,5.9,Peter Weller,2087,James Glickenhaus,1988
19000000.0,Orion Pictures,USA,Michael Ritchie,Comedy,11005304.0,The Couch Trip,R,1988-01-15,97,5.7,Dan Aykroyd,3961,Ken Kolb,1988
0.0,Col.Ima.Son,France,René Laloux,Animation,370698.0,Gandahar,PG,1988-03-02,78,7.1,Glenn Close,3196,René Laloux,1988
8000000.0,Paramount Pictures,USA,Marisa Silver,Drama,1893139.0,Permanent Record,PG-13,1988-04-22,91,6.4,Alan Boyce,1550,Jarre Fees,1988
6000000.0,TriStar Pictures,Canada,Pen Densham,Drama,1869148.0,The Kiss,R,1988-10-14,101,5.5,Joanna Pacula,1258,Tom Ropelewski,1988
0.0,CB Films,France,Catherine Breillat,Romance,410109.0,36 fillette,Not specified,1989-01-06,88,6.0,Delphine Zentout,938,Catherine Breillat,1988
0.0,Golan-Globus Productions,USA,William Tannen,Action,5301200.0,Hero and the Terror,R,1988-08-26,96,5.2,Chuck Norris,2626,Michael Blodgett,1988
0.0,Warner Bros.,USA,Michael Dinner,Comedy,6436211.0,Hot to Trot,PG,1988-08-26,100,4.4,Bobcat Goldthwait,2666,Stephen Neigher,1988
0.0,New Visions,USA,Taylor Hackford,Drama,12638294.0,Everybody's All-American,R,1988-11-04,127,6.2,Jessica Lange,2558,Frank Deford,1988
0.0,Sheen/Greenblatt Productions,West Germany,Leo Penn,Drama,229556.0,Judgement in Berlin,PG,1988-05-06,96,5.9,Martin Sheen,571,Herbert J. Stern,1988
0.0,Vestron Pictures,USA,Roger Vadim,Comedy,717376.0,And God Created Woman,R,1988-03-04,100,4.3,Rebecca De Mornay,1487,R.J. Stewart,1988
0.0,British Screen Productions,UK,Mike Leigh,Comedy,1192322.0,High Hopes,PG,1989-02-24,108,7.6,Ruth Sheen,3235,Mike Leigh,1988
14000000.0,Touchstone Pictures,USA,Leonard Nimoy,Drama,4764606.0,The Good Mother,R,1988-11-04,100,5.9,Diane Keaton,1361,Michael Bortman,1988
19000000.0,Cecchi Gori Group Tiger Cinematografica,USA,Blake Edwards,Crime,4594452.0,Sunset,R,1988-04-29,102,5.7,Bruce Willis,3333,Rod Amateau,1988
0.0,Working Title Films,UK,Martin Stellman,Crime,191051.0,For Queen & Country,R,1989-05-19,105,5.7,Denzel Washington,1851,Martin Stellman,1988
0.0,Virgin Vision,USA,Matthew Chapman,Drama,113275.0,Heart of Midnight,R,1989-03-03,93,5.3,Jennifer Jason Leigh,908,Matthew Chapman,1988
0.0,Columbia Pictures Corporation,USA,Daniel Petrie,Drama,187349.0,Rocket Gibraltar,PG,1988-09-02,99,6.6,Burt Lancaster,1594,Amos Poe,1988
1000000.0,Cinema Group,USA,Rowdy Herrington,Crime,492519.0,Jack's Back,R,1988-05-06,97,6.0,James Spader,1968,Rowdy Herrington,1988
0.0,De Laurentiis Entertainment Group (DEG),USA,Bill Fishman,Comedy,343786.0,Tapeheads,R,1988-10-21,93,5.8,John Cusack,3411,Bill Fishman,1988
0.0,Compact Yellowbill,UK,Charles Sturridge,Drama,1560700.0,A Handful of Dust,PG,1988-06-24,100,6.8,James Wilby,1519,Derek Granger,1988
5000000.0,HandMade Films,UK,Nicolas Roeg,Drama,429028.0,Track 29,R,1988-07-12,100,5.9,Theresa Russell,1563,Dennis Potter,1988
0.0,Golan-Globus Productions,USA,Boaz Davidson,Romance,8892589.0,Salsa,PG,1988-05-06,98,4.9,Draco Rosa,900,Boaz Davidson,1988
4000000.0,No Frills Film Production,USA,Andrew Fleming,Horror,9797098.0,Bad Dreams,R,1988-04-08,84,5.6,Jennifer Rubin,2583,Andrew Fleming,1988
0.0,Columbia Pictures Corporation,USA,Pat O'Connor,Comedy,111987.0,Stars and Bars,R,1988-03-18,94,4.8,Daniel Day-Lewis,689,William Boyd,1988
0.0,United Artists,USA,David Beaird,Comedy,344375.0,It Takes Two,PG-13,1988-07-13,81,5.7,George Newbern,519,Richard Christian Matheson,1988
0.0,Atlantic Entertainment Group,UK,Paul Schrader,Biography,1223326.0,Patty Hearst,R,1988-09-23,108,6.3,Natasha Richardson,1064,Patricia Hearst,1988
0.0,Warner Bros.,USA,Bud Yorkin,Comedy,14681192.0,Arthur 2: On the Rocks,PG,1988-07-08,113,4.3,Dudley Moore,5270,Steve Gordon,1988
13000000.0,Silver Screen Partners III,USA,Chris Columbus,Comedy,5509417.0,Heartbreak Hotel,PG-13,1988-09-30,97,5.7,David Keith,1017,Chris Columbus,1988
0.0,MK2 Productions,France,Claude Chabrol,Drama,438483.0,Story of Women,Not specified,1990-02,108,7.6,Isabelle Huppert,3109,Colo Tavernier,1988
0.0,Force 10 Productions (I),USA,Mark Rosenthal,Comedy,124880.0,The In Crowd,PG,1988-02,95,6.3,Jennifer Runyon,640,Lawrence Konner,1988
0.0,Metro-Goldwyn-Mayer (MGM),USA,Donald P. Bellisario,Action,426965.0,Last Rites,R,1988-11-18,103,5.2,Tom Berenger,867,Donald P. Bellisario,1988
0.0,"Cannon Group, The",USA,J. Lee Thompson,Action,3074681.0,Messenger of Death,R,1988-10-21,91,5.5,Charles Bronson,1806,Rex Burns,1988
0.0,Cannon International,USA,Aaron Norris,War,1348771.0,Platoon Leader,R,1988-10,97,5.4,Tony Pierce,1193,Andrew Deutsch,1988
0.0,Nelson Entertainment,USA,Alan Rudolph,Comedy,2011497.0,The Moderns,R,1988-05,126,6.7,Keith Carradine,1410,Alan Rudolph,1988
18000000.0,TriStar Pictures,USA,Ted Kotcheff,Comedy,9129999.0,Switching Channels,PG,1988-03-04,105,5.9,Kathleen Turner,2789,Ben Hecht,1988
0.0,Caroline Productions,France,Claire Denis,Drama,2317091.0,Chocolat,PG-13,1989-05,105,7.4,Isaach De Bankolé,2217,Claire Denis,1988
0.0,Island Pictures,UK,Caleb Deschanel,Drama,315421.0,Crusoe,PG-13,1989-03-31,91,6.3,Aidan Quinn,759,Daniel Defoe,1988
0.0,British Film Institute (BFI),UK,Terence Davies,Drama,688329.0,"Distant Voices, Still Lives",PG-13,1988-11-18,85,7.5,Pete Postlethwaite,2626,Terence Davies,1988
0.0,Incorporated Television Company (ITC),UK,Piers Haggard,Drama,462813.0,A Summer Story,PG-13,1988-07-23,95,7.5,Imogen Stubbs,738,John Galsworthy,1988
0.0,Not specified,USA,Danny Bilson,Comedy,1152786.0,The Wrong Guys,PG,1988-05-13,100,5.0,Louie Anderson,637,Paul De Meo,1988
0.0,Twentieth Century Fox Film Corporation,USA,Christopher Crowe,Action,7242035.0,Off Limits,R,1988-03-11,102,6.2,Willem Dafoe,2154,Christopher Crowe,1988
0.0,Warner Bros.,USA,Daniel Goldberg,Comedy,3838793.0,Feds,PG-13,1988-10-28,90,5.3,Rebecca De Mornay,2530,Len Blum,1988
14000000.0,Orion Pictures,USA,Peter Yates,Thriller,459824.0,The House on Carroll Street,PG,1988-03-04,101,6.2,Kelly McGillis,1844,Walter Bernstein,1988
0.0,United British Artists (UBA),UK,Francis Megahy,Action,159969.0,Taffin,R,1988-02-26,96,5.6,Pierce Brosnan,1194,David Ambrose,1988
0.0,Orion Pictures,USA,Robert M. Young,Drama,3076031.0,Dominick and Eugene,PG-13,1988-09-28,111,7.1,Tom Hulce,2409,Corey Blechman,1988
0.0,Jolly Russell Productions,UK,Ken Russell,Biography,331469.0,Salome's Last Dance,R,1988-06,89,6.7,Glenda Jackson,1110,Oscar Wilde,1988
13000000.0,Crescent Moon,USA,Peter Bogdanovich,Comedy,259019.0,Illegally Yours,PG,1988-05-13,102,4.2,Rob Lowe,734,Michael Kaplan,1988
0.0,Continental Film Group Ltd.,USA,Amin Q. Chaudhri,Drama,422667.0,Tiger Warsaw,R,1988-05-12,100,4.7,Patrick Swayze,615,Roy London,1988
0.0,Trans World Entertainment (TWE),USA,David Stevens,Crime,2432536.0,Kansas,R,1988-09-23,100,5.4,Matt Dillon,766,Spencer Eastman,1988
0.0,Heritage Entertainment Inc.,USA,Danny Huston,Comedy,1221366.0,Mr. North,PG,1988-07-22,93,5.9,Anthony Edwards,1077,Thornton Wilder,1988
0.0,Vestron Pictures,USA,Camilo Vila,Horror,6337299.0,The Unholy,R,1988-04-22,102,4.9,Ben Cross,1123,Philip Yordan,1988
0.0,Braveworld Productions,USA,Gary Sinise,Action,188964.0,Miles from Home,R,1988-09-16,108,5.7,Richard Gere,1117,Chris Gerolmo,1988
0.0,Columbia Pictures Corporation,USA,David Mamet,Comedy,3527886.0,Things Change,PG,1988-10-21,100,7.0,Don Ameche,2644,David Mamet,1988
5000000.0,Cinetel Films,USA,Steve Carver,Action,807947.0,Bulletproof,R,1988-03-04,93,5.0,Gary Busey,1057,T.L. Lankford,1988
12000000.0,Metro-Goldwyn-Mayer (MGM),USA,Henry Winkler,Comedy,3965604.0,Memories of Me,PG-13,1988-10-07,100,5.7,Billy Crystal,789,Eric Roth,1988
0.0,Brightstar Films,USA,Robert Greenwald,Comedy,3790493.0,Sweet Hearts Dance,R,1988-09-23,100,5.7,Don Johnson,680,Ernest Thompson,1988
1600000.0,Cinetel Films,USA,Michael Schroeder,Comedy,419428.0,Out of the Dark,R,1989-05-05,89,5.4,Cameron Dye,593,J. Greg De Felice,1988
0.0,Merchant Ivory Productions,UK,Nicholas Meyer,Adventure,346297.0,The Deceivers,PG-13,1988-09-02,102,6.1,Pierce Brosnan,795,John Masters,1988
7000000.0,Smart Egg Pictures,UK,Armand Mastroianni,Horror,136203.0,Cameron's Closet,R,1989-01-13,100,4.9,Cotter Smith,704,Gary Brandner,1988
0.0,Arenafilm,Australia,Vincent Ward,Action,1333379.0,The Navigator: A Medieval Odyssey,PG,1988-12-15,90,7.0,Bruce Lyons,2661,Geoff Chapple,1988
0.0,"Vista Organisation, The",USA,David Beaird,Comedy,169785.0,Pass the Ammo,R,1988-03-04,93,6.1,Bill Paxton,414,Joel Cohen,1988
16400000.0,Touchstone Pictures,USA,Peter Weir,Comedy,95860116.0,Dead Poets Society,PG,1989-06-09,128,8.0,Robin Williams,301100,Tom Schulman,1989
35000000.0,Warner Bros.,USA,Tim Burton,Action,251188924.0,Batman,PG-13,1989-06-23,126,7.6,Michael Keaton,288860,Bob Kane,1989
11500000.0,Paramount Pictures,USA,Mary Lambert,Horror,57469179.0,Pet Sematary,R,1989-04-21,103,6.6,Dale Midkiff,70178,Stephen King,1989
48000000.0,Paramount Pictures,USA,Steven Spielberg,Action,197171806.0,Indiana Jones and the Last Crusade,PG-13,1989-05-24,127,8.3,Harrison Ford,566432,Jeffrey Boam,1989
40000000.0,Walt Disney Pictures,USA,Ron Clements,Animation,111543479.0,The Little Mermaid,G,1989-11-17,83,7.6,Jodi Benson,188455,John Musker,1989
55000000.0,Warner Bros.,USA,Andrey Konchalovskiy,Action,63408614.0,Tango & Cash,R,1989-12-22,104,6.3,Sylvester Stallone,81242,Randy Feldman,1989
17000000.0,Silver Pictures,USA,Rowdy Herrington,Action,30050028.0,Road House,R,1989-05-19,114,6.5,Patrick Swayze,47394,R. Lance Hill,1989
27000000.0,Warner Bros.,USA,Jeremiah S. Chechik,Comedy,71320000.0,National Lampoon's Christmas Vacation,PG-13,1989-12-01,97,7.6,Chevy Chase,115848,John Hughes,1989
10000000.0,De Laurentiis Entertainment Group (DEG),USA,Stephen Herek,Adventure,40485039.0,Bill & Ted's Excellent Adventure,PG,1989-02-17,90,6.9,Keanu Reeves,90901,Chris Matheson,1989
0.0,Gordon Company,USA,Phil Alden Robinson,Drama,64431625.0,Field of Dreams,PG,1989-05-05,107,7.5,Kevin Costner,91800,W.P. Kinsella,1989
40000000.0,Universal Pictures,USA,Robert Zemeckis,Adventure,118500000.0,Back to the Future Part II,PG,1989-11-22,108,7.8,Michael J. Fox,377402,Robert Zemeckis,1989
70000000.0,Twentieth Century Fox Film Corporation,USA,James Cameron,Adventure,54461047.0,The Abyss,PG-13,1989-08-09,145,7.6,Ed Harris,140371,James Cameron,1989
15000000.0,Universal Pictures,USA,John Hughes,Comedy,66758538.0,Uncle Buck,PG,1989-08-16,100,7.0,John Candy,68231,John Hughes,1989
6500000.0,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,27545445.0,Do the Right Thing,R,1989-07-21,120,7.9,Danny Aiello,65617,Spike Lee,1989
0.0,Gladden Entertainment,USA,Ted Kotcheff,Adventure,30218387.0,Weekend at Bernie's,PG-13,1989-07-05,97,6.4,Andrew McCarthy,40910,Robert Klane,1989
18000000.0,TriStar Pictures,USA,Edward Zwick,Biography,26830000.0,Glory,R,1990-02-16,122,7.9,Matthew Broderick,107207,Kevin Jarre,1989
