Id,Name,Platform,Year,Genre,Publisher,Rank,Difficulty,Ign_score,NA_Sales,EU_Sales,JP_Sales,Other_Sales
2343,Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,2343,nan,5,0.44,0.34,0,0.11
2344,The Biggest Loser: Ultimate Workout,X360,2010,Sports,THQ,2344,nan,nan,0.73,0.1,0,0.06
2345,Madagascar,GBA,2005,Platform,Activision,2345,6,nan,0.62,0.24,0,0.03
2346,Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,2346,nan,0,0.35,0.38,0.01,0.16
2347,Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,2347,nan,nan,0.44,0.28,0,0.18
2348,Madden NFL 08,Wii,2007,Sports,Electronic Arts,2348,nan,nan,0.82,0.01,0,0.07
2349,Blitz: The League,PS2,2005,Sports,Unknown,2349,8,4,0.74,0.03,0,0.12
2350,LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,2350,nan,nan,0.32,0.42,0.01,0.14
2351,Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,2351,nan,nan,0.6,0.22,0.05,0.02
2352,Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,2352,nan,nan,0.51,0.29,0.01,0.09
2353,Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,2353,10,6,0.74,0.03,0,0.12
2354,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,2354,5,nan,0.46,0.17,0.24,0.02
2355,The Jak and Daxter Collection,PS3,2012,Platform,Sony Computer Entertainment,2355,nan,5,0.6,0.19,0,0.1
2356,Wild West Fire Inferno,nan,nan,nan,nan,2356,nan,nan,nan,nan,nan,nan
2357,Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,2357,0,nan,0.42,0.16,0.3,0.02
2358,Pokemon Card GB2: Here Comes Team GR!,GB,2001,Strategy,Nintendo,2358,nan,10,0,0,0.89,0
2359,Finding Nemo,GC,2003,Action,THQ,2359,nan,nan,0.69,0.18,0,0.02
2360,CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,2360,5,nan,0.36,0.43,0,0.1
2361,Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,2361,nan,1,0.16,0.11,0.56,0.06
2362,F1 2009,Wii,2009,Racing,Codemasters,2362,nan,nan,0.15,0.63,0,0.11
2363,NFL 2K2,PS2,2001,Sports,Sega,2363,nan,nan,0.44,0.34,0,0.11
2364,EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,2364,nan,nan,0.28,0.47,0,0.14
2365,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,2365,nan,nan,0.21,0.13,0.46,0.08
2366,LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,2366,nan,nan,0.42,0.36,0.04,0.07
2367,F1 2010,X360,2010,Racing,Codemasters,2367,nan,nan,0.18,0.59,0.01,0.1
2368,Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,2368,0,nan,0.81,0,0.01,0.07
2369,Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,2369,nan,nan,0.01,0.79,0,0.09
2370,Wii Fit U,WiiU,2013,Sports,Nintendo,2370,nan,nan,0.39,0.24,0.21,0.06
2371,Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,2371,nan,nan,0.55,0.25,0.01,0.07
2372,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,2372,nan,nan,0.6,0.21,0,0.08
2373,MLB 2001,PS,2000,Sports,Sony Computer Entertainment,2373,nan,7,0.49,0.34,0,0.06
2374,SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,2374,nan,nan,0,0.68,0,0.2
2375,Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,2375,7,nan,0,0,0.89,0
2376,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,2376,nan,nan,0.44,0.3,0.09,0.06
2377,WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,2377,nan,7,0.44,0.36,0,0.08
2378,Sleeping Dogs,X360,2012,Action,Square Enix,2378,nan,nan,0.38,0.41,0.01,0.08
2379,Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,2379,nan,nan,0.01,0.79,0,0.08
2380,Peppa Pig: The Game,DS,2008,Misc,Pinnacle,2380,9,nan,0,0.82,0,0.06
2381,Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,2381,0,nan,0.62,0.2,0,0.07
2382,Ghostbusters: The Video Game,Wii,2009,Action,Atari,2382,nan,10,0.6,0.21,0,0.08
2383,Rock Band 3,X360,2010,Misc,MTV Games,2383,nan,nan,0.73,0.1,0,0.06
2384,Resident Evil: Revelations,3DS,2012,Action,Capcom,2384,nan,nan,0.3,0.22,0.3,0.05
2385,NBA 2K6,PS2,2005,Action,Take-Two Interactive,2385,nan,nan,0.43,0.34,0,0.11
2386,Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,2386,nan,nan,0.32,0.06,0,0.5
2387,Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,2387,nan,3,0.47,0.22,0.12,0.07
2388,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,2388,0,nan,0.49,0.33,0,0.06
2389,Just Cause 3,XOne,2015,Action,Square Enix,2389,6,nan,0.42,0.38,0,0.07
2390,Metal Gear Ac!d,PSP,2004,Strategy,Konami Digital Entertainment,2390,nan,nan,0.32,0.26,0.12,0.17
2391,Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,2391,0,nan,0.51,0.28,0.01,0.08
2392,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,2392,nan,nan,0.28,0.33,0.13,0.14
2393,ESPN NHL 2K5,PS2,2004,Sports,Global Star,2393,nan,nan,0.43,0.33,0,0.11
2394,GRID,X360,2008,Racing,Codemasters,2394,nan,nan,0.33,0.44,0.01,0.09
2395,Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,2395,nan,nan,0.08,0.11,0.62,0.06
2396,Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,2396,nan,nan,0.65,0.19,0,0.03
2397,Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,2397,nan,2,0.49,0.33,0,0.06
2398,Gex,PS,1995,Platform,Crystal Dynamics,2398,nan,nan,0.49,0.33,0,0.06
2399,Wacky Train - The Lost Levels,nan,nan,nan,nan,2399,nan,nan,nan,nan,nan,nan
2400,NBA 2K14,XOne,2013,Sports,Take-Two Interactive,2400,nan,nan,0.7,0.11,0,0.06
2401,DiRT,X360,2007,Racing,Codemasters,2401,5,nan,0.38,0.4,0,0.09
2402,Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,2402,nan,nan,0,0,0.87,0
2403,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,2403,nan,8,0.71,0.11,0,0.06
2404,Red Faction: Guerrilla,X360,2009,Shooter,THQ,2404,nan,nan,0.48,0.29,0.01,0.09
2405,Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,2405,nan,nan,0.61,0.24,0,0.03
2406,Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,2406,nan,nan,0.29,0.4,0.02,0.16
2407,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,2407,nan,nan,0.43,0.29,0.09,0.06
2408,Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,2408,nan,nan,0.73,0.03,0,0.12
2409,Pictionary,Wii,2010,Puzzle,THQ,2409,nan,8,0.61,0.19,0,0.07
2410,NCAA Football 13,PS3,2012,Action,Electronic Arts,2410,nan,nan,0.82,0,0,0.06
2411,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,2411,nan,nan,0.37,0.3,0.09,0.11
2412,NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,2412,nan,9,0.48,0.33,0,0.06
2413,Beijing 2008,PS3,2008,Sports,Sega,2413,nan,nan,0.14,0.54,0.01,0.18
2414,The House of the Dead: Overkill,Wii,2009,Shooter,Sega,2414,nan,nan,0.46,0.31,0.02,0.09
2415,Tony Hawk's Project 8,PS2,2006,Sports,Activision,2415,nan,nan,0.72,0.03,0,0.12
2416,Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,2416,nan,10,0.46,0.29,0,0.12
2417,NHL 2000,PS,1998,Sports,Electronic Arts,2417,7,nan,0.48,0.33,0,0.06
2418,Buzz! Master Quiz,PSP,2008,Misc,Sony Computer Entertainment,2418,nan,0,0.2,0.44,0,0.23
2419,Brothers in Arms: Hell's Highway,X360,2008,Shooter,Ubisoft,2419,nan,nan,0.47,0.31,0,0.09
2420,Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,2420,nan,nan,0.72,0.03,0,0.12
2421,Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,2421,8,nan,0.59,0.2,0,0.08
2422,Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,2422,nan,nan,0.63,0.17,0,0.07
2423,Conflict: Desert Storm,XB,2002,Shooter,SCi,2423,nan,nan,0.48,0.37,0,0.02
2424,Triple Play 2002,PS2,2002,Sports,Electronic Arts,2424,nan,nan,0.43,0.33,0,0.11
2425,Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,2425,nan,nan,0.3,0.2,0.3,0.06
2426,Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,2426,nan,nan,0.12,0.52,0,0.23
2427,Warriors Orochi,PS2,2007,Action,Tecmo Koei,2427,nan,nan,0.11,0.09,0.64,0.03
2428,Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,2428,nan,nan,0.47,0.32,0,0.08
2429,Enduro,2600,1982,Misc,Quelle,2429,1,nan,0.81,0.05,0,0.01
2430,Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,2430,nan,3,0.2,0.15,0.45,0.07
2431,SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,2431,nan,nan,0.1,0.59,0,0.18
2432,Monster Strike 3DS,3DS,2015,Action,"mixi, Inc",2432,nan,nan,0,0,0.86,0
2433,Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,2433,nan,nan,0.12,0.63,0,0.11
2434,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,2434,nan,6,0.01,0.72,0.12,0.01
2435,Darksiders II,PS3,2012,Action,THQ,2435,nan,6,0.35,0.37,0.01,0.14
2436,Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,2436,nan,nan,0.34,0.37,0,0.15
2437,The World Ends With You,DS,2007,Role-Playing,Square Enix,2437,nan,9,0.54,0.06,0.21,0.05
2438,The Lord of the Rings: War in the North,PS3,N/A,Action,Warner Bros. Interactive Entertainment,2438,nan,nan,0.25,0.45,0.01,0.15
2439,Rocky,PS2,2002,Fighting,Rage Software,2439,nan,nan,0.42,0.33,0,0.11
2440,Dragon Quest VIII: Journey of the Cursed King,3DS,2015,Role-Playing,Square Enix,2440,2,nan,0,0,0.86,0
2441,Ford Racing,PS,2001,Racing,Empire Interactive,2441,nan,nan,0.48,0.33,0,0.06
2442,Madden Football 64,N64,1997,Sports,Electronic Arts,2442,nan,nan,0.81,0.04,0,0.01
2443,MLB 99,PS,1998,Sports,Sony Computer Entertainment,2443,nan,nan,0.48,0.32,0,0.06
2444,Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,2444,nan,1,0.22,0.34,0.18,0.12
2445,The Lord of the Rings: War in the North,X360,N/A,Action,Warner Bros. Interactive Entertainment,2445,nan,nan,0.52,0.26,0,0.08
2446,The Legendary Starfy,DS,2008,Platform,Nintendo,2446,nan,6,0.61,0,0.2,0.05
2447,2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,2447,nan,nan,0.32,0.43,0.02,0.09
2448,Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,2448,1,nan,0.17,0.13,0.51,0.04
2449,Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,2449,nan,nan,0.52,0.16,0.08,0.1
2450,Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,2450,nan,0,0.35,0.43,0,0.07
2451,Skate 2,PS3,2009,Sports,Electronic Arts,2451,nan,nan,0.46,0.26,0.01,0.12
2452,FIFA Soccer 08,DS,2007,Sports,Electronic Arts,2452,0,nan,0.1,0.65,0,0.11
2453,Army Men: Air Attack,PS,1999,Action,3DO,2453,nan,nan,0.47,0.32,0,0.06
2454,Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,2454,nan,nan,0.46,0.31,0,0.08
2455,Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,2455,nan,nan,0.78,0.01,0,0.07
2456,NBA 2K8,X360,2007,Sports,Take-Two Interactive,2456,nan,3,0.79,0,0,0.07
2457,Far Cry: Primal,XOne,2016,Action,Ubisoft,2457,nan,3,0.46,0.32,0,0.07
2458,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,2458,nan,nan,0.14,0.09,0.57,0.06
2459,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,2459,8,nan,0.64,0.18,0,0.03
2460,Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,2460,nan,nan,0.44,0.27,0.01,0.12
2461,Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,2461,7,nan,0.74,0.04,0,0.06
2462,Castlevania III: Dracula's Curse,NES,1989,Platform,Konami Digital Entertainment,2462,nan,nan,0.4,0.07,0.37,0.01
2463,Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,2463,nan,nan,0.28,0.47,0,0.1
2464,Rampage World Tour,PS,1997,Action,GT Interactive,2464,nan,0,0.47,0.32,0,0.06
2465,Burnout Legends,PSP,2005,Racing,Electronic Arts,2465,nan,nan,0.7,0.06,0,0.09
2466,WWE 2K15,PS3,2014,Sports,Take-Two Interactive,2466,4,8,0.36,0.35,0,0.14
2467,Overwatch,XOne,2016,Shooter,Activision,2467,nan,nan,0.52,0.25,0,0.08
2468,Ratatouille,PS2,2007,Action,THQ,2468,nan,6,0.31,0,0,0.53
2469,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,2469,nan,nan,0.47,0.32,0,0.06
2470,Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,2470,nan,nan,0.42,0.32,0,0.11
2471,Kirby: Planet Robobot,3DS,2016,Action,Nintendo,2471,nan,nan,0.26,0.1,0.44,0.04
2472,Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,2472,nan,nan,0.32,0.25,0.2,0.08
2473,Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,2473,nan,nan,0.52,0.25,0,0.07
2474,Sniper Elite V2,X360,2012,Shooter,505 Games,2474,1,6,0.46,0.29,0.02,0.07
2475,Thief (2014),PS4,2014,Action,Square Enix,2475,nan,nan,0.28,0.37,0.03,0.16
2476,Spider-Man 2,GC,2004,Action,Activision,2476,4,nan,0.65,0.17,0,0.02
2477,Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,2477,nan,nan,0.56,0.11,0.13,0.05
2478,Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,2478,nan,nan,0.37,0.34,0,0.13
2479,Devil May Cry HD Collection,PS3,2012,Action,Capcom,2479,nan,nan,0.42,0.21,0.11,0.1
2480,MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,2480,1,nan,0.68,0,0,0.16
2481,NBA 2K10,PS3,2009,Sports,Take-Two Interactive,2481,nan,nan,0.75,0.01,0.01,0.07
2482,Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,2482,nan,nan,0.36,0.28,0.14,0.06
2483,Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,2483,4,nan,0.46,0.3,0,0.09
2484,The Incredibles,GC,2004,Action,THQ,2484,nan,nan,0.65,0.17,0,0.02
2485,NCAA Football 11,PS3,2010,Sports,Electronic Arts,2485,nan,9,0.79,0,0,0.06
2486,Dragon Age II,PS3,2011,Action,Electronic Arts,2486,nan,7,0.4,0.27,0.05,0.12
2487,ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,2487,nan,nan,0.41,0.32,0,0.11
2488,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,2488,nan,nan,0.69,0.03,0.06,0.06
2489,Final Fantasy,NES,1987,Role-Playing,SquareSoft,2489,nan,nan,0.32,0,0.52,0
2490,Street Fighter X Tekken,PS3,2012,Fighting,Capcom,2490,nan,nan,0.42,0.22,0.1,0.1
2491,Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,2491,nan,nan,0.47,0.32,0,0.05
2492,Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,2492,nan,nan,0.52,0.25,0,0.07
2493,Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,2493,nan,1,0.41,0.32,0,0.11
2494,Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,2494,nan,nan,0.36,0.32,0.03,0.14
2495,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,2495,nan,nan,0.24,0.16,0.39,0.05
2496,ESPN College Hoops 2K5,PS2,2004,Sports,Sega,2496,nan,nan,0.41,0.32,0,0.11
2497,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,2497,nan,nan,0.6,0.22,0,0.01
2498,FIFA 15,PSV,2014,Sports,Electronic Arts,2498,nan,7,0.13,0.48,0.04,0.19
2499,Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,2499,nan,nan,0.32,0.33,0.05,0.14
2500,Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,2500,nan,nan,0.09,0,0,0.74
2501,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,2501,7,nan,0.37,0.38,0.01,0.08
2502,Q*bert,PS,1999,Puzzle,Atari,2502,9,nan,0.46,0.32,0,0.05
2503,WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,2503,nan,nan,0.44,0.31,0,0.08
2504,Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,2504,8,nan,0.22,0.15,0.4,0.05
2505,Dynasty Warriors 2,PS2,2000,Action,THQ,2505,nan,nan,0.24,0.19,0.34,0.06
2506,Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,2506,nan,10,0.38,0.37,0,0.09
2507,Madden NFL 07,PSP,N/A,Sports,Unknown,2507,nan,nan,0.77,0.03,0,0.04
2508,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,2508,nan,nan,0.6,0.22,0,0.01
2509,Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,2509,1,nan,0.43,0.21,0.01,0.19
2510,FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,2510,nan,2,0.27,0.21,0.28,0.07
2511,Brute Force,XB,2003,Shooter,Microsoft Game Studios,2511,6,nan,0.62,0.18,0.01,0.03
2512,Dance Central 3,X360,2012,Misc,Microsoft Game Studios,2512,nan,2,0.57,0.2,0,0.06
2513,Yu-Gi-Oh! Dark Duel Stories,GB,2000,Misc,Konami Digital Entertainment,2513,nan,nan,0,0,0.83,0
2514,The Game of Life,PS,1998,Misc,Unknown,2514,nan,nan,0.46,0.31,0,0.05
2515,Mega Man Legends,PS,1997,Adventure,Capcom,2515,nan,nan,0.39,0.26,0.12,0.05
2516,NCAA Football 12,PS3,2011,Sports,Electronic Arts,2516,nan,nan,0.78,0,0,0.05
2517,Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,2517,7,nan,0.69,0.03,0,0.11
2518,The Price is Right,Wii,2008,Misc,Ubisoft,2518,6,nan,0.77,0,0,0.06
2519,Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,2519,nan,6,0.58,0.17,0,0.07
2520,MLB SlugFest 20-03,PS2,N/A,Sports,Unknown,2520,nan,nan,0.41,0.32,0,0.11
2521,I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,2521,8,nan,0.77,0,0,0.06
2522,The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,2522,nan,9,0.31,0.37,0,0.14
2523,Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,2523,3,0,0.42,0.2,0.11,0.09
2524,MediEvil,PS,1998,Platform,Sony Computer Entertainment,2524,nan,nan,0.46,0.31,0,0.05
2525,Casper,PS,1996,Adventure,Interplay,2525,nan,nan,0.46,0.31,0,0.05
2526,Deca Sports 2,Wii,2009,Sports,Hudson Soft,2526,nan,nan,0.33,0.34,0.09,0.07
2527,James Bond 007: Nightfire,XB,2002,Shooter,Electronic Arts,2527,nan,nan,0.58,0.22,0,0.03
2528,Madden NFL 17,XOne,2016,Sports,Electronic Arts,2528,nan,nan,0.72,0.02,0,0.09
2529,Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,2529,nan,nan,0.46,0.21,0,0.15
2530,Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,2530,10,10,0.64,0.17,0,0.02
2531,Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,2531,nan,nan,0.69,0.03,0,0.11
2532,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,2532,nan,8,0.44,0.3,0,0.08
2533,DJ Hero 2,X360,2010,Misc,Activision,2533,nan,3,0.64,0.12,0,0.06
2534,Street Fighter V,PS4,2016,Fighting,Capcom,2534,nan,nan,0.35,0.26,0.08,0.13
2535,Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,2535,nan,nan,0.68,0.11,0,0.03
2536,Clu Clu Land,NES,1984,Puzzle,Nintendo,2536,0,nan,0.42,0.1,0.28,0.02
2537,Killer Instinct Gold,N64,1996,Fighting,Nintendo,2537,nan,8,0.61,0.19,0,0.01
2538,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,2538,nan,nan,0.69,0.11,0,0.02
2539,Custer's Revenge,2600,1981,Action,Mystique,2539,nan,nan,0.76,0.05,0,0.01
2540,MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,2540,nan,6,0.19,0.41,0,0.22
2541,DmC: Devil May Cry,PS3,2013,Action,Capcom,2541,nan,nan,0.24,0.28,0.19,0.12
2542,Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,2542,9,3,0.42,0.19,0.14,0.06
2543,Rocket Power: Beach Bandits,PS2,2002,Platform,THQ,2543,nan,nan,0.4,0.31,0,0.1
2544,Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,2544,nan,7,0.33,0.35,0,0.14
2545,Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,2545,nan,nan,0.47,0.28,0,0.07
2546,Madden NFL 16,PS3,2015,Sports,Electronic Arts,2546,nan,1,0.56,0.11,0,0.15
2547,Stranglehold,X360,2007,Shooter,Midway Games,2547,nan,7,0.4,0.33,0.01,0.09
2548,Imagine: Rock Star,DS,2008,Simulation,Ubisoft,2548,nan,nan,0.4,0.33,0,0.09
2549,Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,2549,nan,8,0.34,0.04,0.36,0.08
2550,SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,2550,nan,4,0.29,0.4,0,0.13
2551,Shaun White Snowboarding,X360,N/A,Sports,Ubisoft,2551,nan,nan,0.48,0.26,0,0.08
2552,Madden NFL 25,PS4,2013,Sports,Electronic Arts,2552,nan,nan,0.62,0.13,0,0.07
2553,Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,2553,nan,nan,0.67,0.07,0,0.07
2554,Dragon Warrior III,GB,2000,Role-Playing,Enix Corporation,2554,nan,nan,0,0,0.81,0
2555,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,2555,nan,5,0.73,0.03,0,0.06
2556,Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,2556,nan,nan,0.4,0.31,0,0.1
2557,Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,2557,nan,10,0,0,0.81,0
2558,Patapon,PSP,2007,Misc,Sony Computer Entertainment,2558,nan,nan,0.33,0.25,0.07,0.17
2559,Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,2559,nan,7,0.06,0.04,0.66,0.05
2560,Cyborg Skydiving in the Sky,nan,nan,nan,nan,2560,nan,nan,nan,nan,nan,nan
2561,Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,2561,nan,nan,0,0,0.81,0
2562,NASCAR 2001,PS,2000,Racing,Electronic Arts,2562,10,nan,0.45,0.31,0,0.05
2563,EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,2563,nan,nan,0.77,0,0,0.05
2564,The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,2564,nan,nan,0.63,0.16,0,0.02
2565,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,2565,nan,nan,0,0,0.76,0.05
2566,Guitar Hero Live,PS4,2015,Misc,Activision,2566,9,nan,0.32,0.35,0,0.13
2567,Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,2567,nan,nan,0.07,0.05,0.63,0.05
2568,Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,2568,nan,nan,0,0,0.81,0
2569,Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,2569,nan,nan,0.12,0.58,0.03,0.08
2570,Army Men: Sarge's Heroes,N64,1999,Action,3DO,2570,nan,nan,0.68,0.12,0,0.01
2571,Mega Man,NES,1987,Platform,Capcom,2571,4,nan,0.45,0.08,0.27,0.01
2572,Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,2572,nan,nan,0.4,0.31,0,0.1
2573,Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,2573,nan,nan,0.33,0.35,0,0.13
2574,EarthBound,SNES,1994,Role-Playing,Nintendo,2574,nan,nan,0,0,0.81,0
2575,DiRT 2,X360,2009,Racing,Codemasters,2575,nan,nan,0.32,0.4,0,0.09
2576,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,2576,nan,nan,0.2,0.26,0.3,0.04
2577,The Next Tetris,PS,1998,Puzzle,Atari,2577,nan,9,0.45,0.31,0,0.05
2578,Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,2578,nan,nan,0.43,0.3,0.01,0.07
2579,NCAA Football 10,PS3,2009,Sports,Electronic Arts,2579,nan,6,0.75,0,0,0.06
2580,Ben 10: Alien Force,Wii,2008,Action,Koch Media,2580,5,3,0.52,0.21,0,0.07
2581,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,2581,nan,nan,0,0,0.75,0.05
2582,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,2582,3,nan,0.35,0.27,0.09,0.09
2583,The Sims 2,PS2,2005,Simulation,Electronic Arts,2583,nan,nan,0.67,0.03,0,0.11
2584,Guitar Hero: Metallica,X360,2009,Misc,Activision,2584,nan,nan,0.52,0.21,0,0.07
2585,NCAA Football 14,PS3,2013,Sports,Electronic Arts,2585,nan,nan,0.75,0,0,0.06
2586,MadWorld,Wii,2009,Action,Sega,2586,7,nan,0.46,0.25,0.02,0.07
